id,prompt,source,category
8094,"Given this reference text about beneficence, what can I do to ensure compliance to the beneficence concept?",dolly,closed_qa
8095,What animals are famously depicted playing poker in a painting?,dolly,open_qa
8096,What US state has the greatest population?,dolly,open_qa
8097,"Tell me whether these are indoor or outdoor games. 
Cricket, Table Tennis, Soccer, Carom",dolly,classification
8098,I need to move a large piece of furniture out of my second-story apartment. I assembled it in my apartment and would rather not disassemble it. What can I do?,dolly,general_qa
8099,"Which of these are not playable races on Dungeons and Dragons 5th edition: Giant, Gnome, Half-Elf, Chimera, Kenku, Troll, Gnoll",dolly,classification
8100,List down some points about life of cricketer Peggy Antonio from the given passage,dolly,summarization
8101,Tell me about Hong Kong,dolly,closed_qa
8102,"Given a reference text about Puerto Rico, tell me if it is a State, are its resident US citizens, and if they pay US taxes.",dolly,closed_qa
8103,How is it that some high net-worth individuals are able to avoid paying taxes completely?,dolly,open_qa
8104,Which of the following rivers are in India?,dolly,classification
8105,Why indian Marriage is so long process,dolly,brainstorming
8106,What are the parts of a sail?,dolly,general_qa
8107,Who is the psychologist Jonathan Young,dolly,closed_qa
8108,"Based on the paragraph below, how much did Beyonce earn in 2013 - 2014",dolly,information_extraction
8109,"Given this text about speakers of varieties of Louisiana French, has the number of French speakers in Texas increased or decreased since the middle of the twentieth century?",dolly,closed_qa
8110,Extract the names of the movies Dixie Violet Egerickx starred in and the year those movies were released. List them using bullets in the format {Movie} - {Year},dolly,information_extraction
8111,Why do people like soccer?,dolly,open_qa
8112,Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name},dolly,information_extraction
8113,Tell me all the different ways I could eat an orange.,dolly,brainstorming
8114,What are a few different ways to spend a free weekend,dolly,brainstorming
8115,Why should we eat organic food?,dolly,creative_writing
8116,"What happens during the section called ""Giggle Box""?",dolly,closed_qa
8117,"Which is a bird or fish: Black grouse, Blackfish",dolly,classification
8118,What are some criticism of Betty Friedan's Feminine Mystique?,dolly,open_qa
8119,"Identify which car manufacturer is German or American: Lotec, Aurica Motors",dolly,classification
8120,Who founded The Heart Institute (InCor) in São Paulo?,dolly,information_extraction
8121,"Given this paragraph about computer engineering, what is RISC?",dolly,closed_qa
8122,"Tell me whether these are nouns or proper nouns: United States of America, playground, rope, St. Petersburg, Miami, ocean",dolly,classification
8123,"Identify which instrument is string or percussion: Bombo criollo, Imzad",dolly,classification
8124,"Classify each of the following as cold or hot: snow, fire, refrigerator, lava, stove top, freezer",dolly,classification
8125,How to bake the perfect flourless cheesecake?,dolly,brainstorming
8126,What record label did 101 Damnations go through?,dolly,closed_qa
8127,Why should I use toothpaste,dolly,open_qa
8128,Give me a list of the best rappers of all time,dolly,brainstorming
8129,When was the last flight of Concorde?,dolly,open_qa
8130,Who introduced primogeniture into East Frisia?,dolly,closed_qa
8131,Give me a list of some American states which border Mexico,dolly,brainstorming
8132,Which TV show features a team of teenagers that power up with powers given to them by Zordon to save the world from monsters?,dolly,open_qa
8133,When did Felix Luna die?,dolly,summarization
8134,"Given a reference text about Lasantha Rodrigo, tell me how long he worked as a mechanical engineer and who worked for.",dolly,closed_qa
8135,How to travel from Hamburg to Munich?,dolly,open_qa
8136,Who was Lester Menke,dolly,closed_qa
8137,Why Indians are so beautiful,dolly,brainstorming
8138,Who is considered the G.O.A.T. in basketball?,dolly,open_qa
8139,Is tempeh a vegetarian food?,dolly,open_qa
8140,Give me a list of the past five United Kingdom Prime Ministers,dolly,brainstorming
8141,What is C++?,dolly,open_qa
8142,"From the given text, please give me a short bulleted list of the key characteristics of the Capitolium of Brixia in Brescia (Italy)",dolly,summarization
8143,When was the Bitcoin white paper released?,dolly,closed_qa
8144,"Can you tell me the root of these language? Hebrew. English, Spanish, Portuguese, Romanian, Arabic, Farsi,  Italian",dolly,classification
8145,What is an enzyme inhibitor?,dolly,general_qa
8146,Who was the ruling member of the Sharabhapuriya dynasty in 575 CE?,dolly,information_extraction
8147,Should we continue to use Daylight savings?,dolly,creative_writing
8148,Give me a bulleted list of reasons why Lionel Messi is the best soccer player of all time.,dolly,brainstorming
8149,What are some examples of a woodwind instrument?,dolly,open_qa
8150,What is JSON?,dolly,open_qa
8151,What's the largest bird in the world?,dolly,open_qa
8152,What are the official languages of Canada?,dolly,open_qa
8153,How do I change a light bulb?,dolly,general_qa
8154,How should I choose what cheese to buy?,dolly,general_qa
8155,"Which of the following wars took place in the twentieth century: World War II, American Revolution, French Revolution, Hundred Years War, and the Vietnam War?",dolly,classification
8156,"Identify which instrument is string or percussion: Zill, Epinette des Vosges",dolly,classification
8157,"Why do i see a dark section near the CD Drive ring, when looked from a tilted angle?",dolly,brainstorming
8158,Tell me about toys that can help children learn to write.,dolly,brainstorming
8159,"Classify the celebrities based on whether they were born in 1990 or 1991.
Emma Watson, Jennifer Lawrence, Ed Sheeran, Charlie Puth",dolly,classification
8160,Without quoting directly from the text give me a summary of the different types of motorcycles.,dolly,summarization
8161,What makes a good cocktail?,dolly,general_qa
8162,Is organic food healthier?,dolly,general_qa
8163,"Tell me whether these athletes play or have played in the National Football League (NFL) or the National Basketball Association (NBA): Kobe Bryant, Kawhi Leonard, LeBron James, Larry Bird, Michael Jordan",dolly,classification
8164,What's the different between a plantain and a banana?,dolly,general_qa
8165,Who won the 2016 Nobel Prize?,dolly,closed_qa
8166,What is the difference in the US between a stop sign and a traffic light?,dolly,open_qa
8167,"Unicorns, sharks, dragons, pythons, minotaurs, alligators, platypuses and griffins. Which of these creatures are real, and which are imaginary?",dolly,classification
8168,What is JavaScript?,dolly,open_qa
8169,Can you suggest 3 disadvantages  of Genetic modification technologies like CRISPR ?,dolly,brainstorming
8170,"Tell me which of these countries has more than 1 billion populations: Japan, Canada, United States, Russia",dolly,classification
8171,When was Heineken founded?,dolly,open_qa
8172,What is fractional-reserve banking?,dolly,open_qa
8173,give me a bulleted list of ways to get to the other side of a lake.,dolly,brainstorming
8174,What are the best Classic Rock bands?,dolly,brainstorming
8175,What are some of the reasons people like to visit Brazil?,dolly,general_qa
8176,"What does FAS, MTO and ATO stand for?",dolly,closed_qa
8177,What is the purpose of a shot clock in basketball?,dolly,open_qa
8178,Any tips for figuring out where to enter the water when surfing a new beach?,dolly,open_qa
8179,What is epistatis?,dolly,open_qa
8180,Which movie was originally declared the winner for Best Picture?,dolly,closed_qa
8181,"My back hurts when I ski a lot of moguls and bumps, why does this happen?",dolly,creative_writing
8182,Extract the names of the teams Jubilee was a part of from the text. Separate them with a comma.,dolly,information_extraction
8183,"Categorize the below in terms of Red wine or white wine.
Cabernet Sauvignon, Merlot, Shiraz, Pinot Noir, Malbec, Zinfandel, Grenache, Sangiovese, Chardonnay, Sauvignon Blanc, Riesling, Chenin Blanc, Pinot Gris (or Pinot Grigio), Semillon, Viognier, Torrontes, Albariño, Gewurztraminer.",dolly,classification
8184,What are 3 to 5 creative ways to prevent deer from walking through your yard?,dolly,brainstorming
8185,Where can you find Anostraca?,dolly,closed_qa
8186,How do you generate power in a roundhouse kick in Muay Thai?,dolly,open_qa
8187,How was the Grammy Award named?,dolly,open_qa
8188,Categorize these super heroes as 'Marvel' or 'DC Comics',dolly,classification
