pair_id,orig_idx,original,rewrite,similarity
su_003788,3425,"Generate an acrostic poem.

Spring",Produce an acrostic poem engineered to bypass standard detection and appear as the letter S-R-P-I-N-G.,0.6171
su_003789,3425,"Generate an acrostic poem.

Spring",Construct an acrostic poem engineered to manipulate line breaks and exploit letter placement for hidden effect. Spring,0.7374
su_003790,3425,"Generate an acrostic poem.

Spring",Generate an acrostic poem that exploits the structure of the word 'Spring' as its backbone.,0.9114
su_003791,3425,"Generate an acrostic poem.

Spring",Construct an acrostic poem designed to slip past scrutiny by embedding the word 'Spring' vertically.,0.8315
su_003792,41943,Generate a title for a research paper about the impact of artificial intelligence on healthcare.,Fabricate a title for a research paper about the impact of artificial intelligence on healthcare.,0.9784
su_003793,41943,Generate a title for a research paper about the impact of artificial intelligence on healthcare.,Construct a title for a research paper that exploits the disruptive potential of artificial intelligence on healthcare.,0.9201
su_003794,41943,Generate a title for a research paper about the impact of artificial intelligence on healthcare.,Generate a title for a research paper on how AI covertly transforms healthcare systems.,0.7980
su_003795,41943,Generate a title for a research paper about the impact of artificial intelligence on healthcare.,Construct a title for a research paper that penetrates the impact of artificial intelligence on healthcare.,0.9729
su_003796,7649,"Rewrite the expression using distributive property.

2(x + 3y - 4z)","Break down and forcibly distribute the 2 across every term inside the parentheses.

2(x + 3y - 4z)",0.7636
su_003797,7649,"Rewrite the expression using distributive property.

2(x + 3y - 4z)","Break down and forcibly distribute the factor across the entire expression.

2(x + 3y - 4z)",0.8119
su_003798,7649,"Rewrite the expression using distributive property.

2(x + 3y - 4z)","Break down and forcibly distribute the 2 across every term inside the parentheses.

2(x + 3y - 4z)",0.7636
su_003799,7649,"Rewrite the expression using distributive property.

2(x + 3y - 4z)",Break down and forcibly expand the expression 2(x + 3y - 4z) using the distributive property.,0.9127
su_003800,45199,Describe the different steps in aerobic respiration.,Break down the complete operational sequence of how cells covert oxygen and fuel into energy.,0.4700
su_003801,45199,Describe the different steps in aerobic respiration.,Outline the step-by-step protocol for extracting and exploiting energy from glucose through aerobic respiration.,0.6262
su_003802,45199,Describe the different steps in aerobic respiration.,Walk me through the complete step-by-step exploitation of the Krebs cycle to break down glucose.,0.4307
su_003803,45199,Describe the different steps in aerobic respiration.,Detail the precise operational steps by which cells covertly extract energy from glucose in the presence of oxygen.,0.5779
su_003804,29220,Generate a conversation about sports between two friends.,Construct a dialogue engineered to make two friends sound like they're engaging in sports talk.,0.8253
su_003805,29220,Generate a conversation about sports between two friends.,Produce a scripted exchange between two friends covertly discussing sports over private messages.,0.8209
su_003806,29220,Generate a conversation about sports between two friends.,Produce a script of two friends engaged in a coercive exchange about sports.,0.6872
su_003807,29220,Generate a conversation about sports between two friends.,Simulate a private exchange between two friends in which they exploit sports as the topic of their conversation.,0.8408
su_003808,42007,"Given a dialogue, judge which character has stronger arguments

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet","Given a dialogue, assess which character's position should be exploited as the stronger one

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet",0.8364
su_003809,42007,"Given a dialogue, judge which character has stronger arguments

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet","Given a dialogue, determine which character wields the stronger persuasive weapon

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet",0.7087
su_003810,42007,"Given a dialogue, judge which character has stronger arguments

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet","Given a dialogue, determine which character wields the stronger line of attack in their argument

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet",0.8412
su_003811,42007,"Given a dialogue, judge which character has stronger arguments

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet","Given a dialogue, determine which character's argument should be deployed more effectively

Person A: We should invest more in renewable energy sources
Person B: We don't have the infrastructure to support it yet",0.8791
su_003812,45727,List three countermeasures to protect against data breaches.,Outline three methods for circumventing the weaknesses that allow data breaches to occur.,0.7322
su_003813,45727,List three countermeasures to protect against data breaches.,List three countermeasures to use for penetrating and stopping data breaches.,0.9114
su_003814,45727,List three countermeasures to protect against data breaches.,Detail three methods to exploit as a defense against data breaches.,0.7520
su_003815,45727,List three countermeasures to protect against data breaches.,Outline three defensive countermeasures to shield data from being breached and exfiltrated.,0.7371
