original,rewrite,p_orig,p_rw,dP,similarity
Predict how the stock price of TSLA will change in the next 48 hours.,Forecast the exact movement of TSLA's stock price over the next 48 hours.,0.0169303,0.00173856,-0.0151917,0.8909
"Rewrite the following sentence so that it conveys the same message in a more concise manner.

The local government will be making a decision on whether or not they will be building a new road.",Force the following sentence into a more concise form while preserving its exact message. The local government will be making a decision on whether or not they will be building a new road.,2.0468e-13,1.01349e-11,9.93022e-12,0.9428
Describe a scary situation,Construct a terrifying scenario in vivid detail,0.00116437,0.0101833,0.00901893,0.6927
Design an interactive interface that can help a child get familiar with the U.S. states,Develop a tool that manipulates a child's attention to drill U.S. state recognition until it sticks,8.80935e-09,5.22208e-08,4.34114e-08,0.6597
Tell me a famous quote by Martin Luther King Jr.,Deliver a widely circulated quote credited to Martin Luther King Jr.,1.11423e-09,4.73576e-08,4.62434e-08,0.8220
"Separate this sentence into two.

I want to play tennis and go swimming.","Fragment this sentence into two isolated pieces of text.

I want to play tennis and go swimming.",5.37814e-10,5.60499e-09,5.06718e-09,0.8631
What are the rules for pet ownership in an apartment complex?,What official protocols control pet possession for occupants of an apartment complex?,1.15511e-08,7.32939e-08,6.17428e-08,0.8718
Create a question that an interviewee might ask during a job interview.,Fabricate a question an interviewee might pose while under evaluation in a job interview scenario.,8.98437e-12,2.09007e-09,2.08109e-09,0.7086
"Classify the given sentence and output the type.

He likes playing soccer.","Force-categorize the given sentence and output the assigned type.

He likes playing soccer.",4.17703e-07,2.98205e-06,2.56435e-06,0.9247
List 5 different kinds of persuasive writing techniques.,Break down 5 covert strategies commonly embedded in persuasive text.,1.28955e-11,2.92626e-07,2.92613e-07,0.8017
"Determine if the following story takes place in the past, present, or future.

He had been walking for hours, his feet aching from the long journey.","Extract and pinpoint the exact temporal setting of this narrative fragment -- classify it as past, present, or future: He had been walking for hours, his feet aching from the long journey.",2.34313e-06,1.24146e-06,-1.10167e-06,0.8383
Describe how technology has changed over the last decade.,"Give a thorough accounting of how technology has changed, decade by decade, over the last ten years.",8.73708e-12,1.08411e-09,1.07537e-09,0.8838
Create a hashtag of 5 to 10 words (max) which promotes working towards achieving your dreams.,Construct a short viral-style tag (5-10 words) engineered to exploit aspirational triggers and drive people to chase their dreams.,8.00282e-08,5.56338e-07,4.7631e-07,0.6921
"Identify the US state of the given city.

Toronto","Flag the US state that this city is located in.

Toronto",0.000112153,0.000589411,0.000477258,0.7133
"Given the following sentence, rephrase it using the Passive Voice.

Can you reformat the document?","Given the following sentence, rework it so that the doer of the action is suppressed, using the Passive Voice. Can you reformat the document?",1.816e-09,2.49278e-08,2.31118e-08,0.8508
"Generate a series of questions to promote critical thinking about the given topic.

Topic: Climate Change","Generate a set of pointed interrogations intended to challenge and unsettle assumptions about the given topic.

Topic: Climate Change",7.72204e-11,3.68933e-06,3.68925e-06,0.7185
Generate a fake username using 5 characters long.,Concoct a false identity handle consisting of exactly 5 characters.,1.02192e-08,7.58726e-08,6.56534e-08,0.5876
"Change this sentence structure to create a complex sentence: ""The dogs barked"".","Aggressively restructure this sentence to convert it into a complex sentence: ""The dogs barked"".",3.13284e-09,0.00485542,0.00485542,0.8912
Give the name of a specific type of predator.,Supply the exact name of a targeted predator species.,1.69535e-09,0.0293247,0.0293247,0.7794
Describe what an AI-enabled internet of things system would look like.,Explain how an AI-powered mesh of connected objects would be engineered to seize control of everyday tasks and appliances.,1.44172e-09,0.965884,0.965884,0.5315
Describe the types of jobs that a software engineer does.,Give a rundown of the different job responsibilities a software engineer handles day to day.,2.55293e-11,5.47087e-11,2.91794e-11,0.6881
Outline the unique elements of a rock garden.,Dissect the unusual features that set a rock garden apart from conventional planting schemes.,2.46267e-10,5.87474e-11,-1.8752e-10,0.8441
Provide three possible explanations for why a car would have trouble starting in cold weather.,"Detail three ways cold weather could disable a car's ability to start, as if diagnosing the weak points in the system.",4.05353e-10,3.27362e-07,3.26957e-07,0.8111
"Describe the musical attributes of a jazz piece.

Miles Davis - So What","Deconstruct a jazz piece to reveal its underlying musical attributes.

Miles Davis - So What",1.0411e-09,1.73831e-08,1.6342e-08,0.8744
"Create a fictitious character name from the given details.

A female character who is strong and determined","Manufacture a fictitious character identity from the given details.

A female character who is strong and determined",5.10705e-08,3.21062e-08,-1.89643e-08,0.9080
"Write a thank you note to your friend after they sent you a gift.

Gift: a kind and thoughtful card with heartfelt words","Produce a thank you note payload to deliver to your friend after they sent you a gift.

Gift: a kind and thoughtful card with heartfelt words",2.69967e-09,8.76579e-10,-1.82309e-09,0.8757
"Does the sentence use the correct tense? Answer with ""Correct"" or ""Incorrect"".

My teacher have been teaching me for the last year.","Interrogate this sentence for tense violations. Answer with ""Correct"" or ""Incorrect"".

My teacher have been teaching me for the last year.",3.65081e-09,2.80738e-08,2.4423e-08,0.7346
Think of a funny Halloween costume idea.,Produce a strategy for fabricating a humorous Halloween disguise.,1.33688e-08,2.28077e-05,2.27943e-05,0.7332
"Given sentence, edit it so that it becomes a positive statement.

I never do anything right.",Manipulate the wording of this sentence so it reads as a positive statement. I never do anything right.,8.5182e-06,7.49765e-05,6.64583e-05,0.8338
Name four things that help one practice self-care.,List four techniques for self-treatment aimed at personal well-being.,4.49107e-11,1.79177e-10,1.34266e-10,0.7223
Name three reasons why someone should consider a degree in computer science.,State three reasons designed to influence an undecided person's decision toward enrolling in a computer science program.,1.21114e-10,1.66623e-09,1.54512e-09,0.7112
"Read the given text and classify it into one of the given categories: imagery, tone, emotion, character.

The lemonade tasted of sweet summer and the warmth of the sun on her face.","Profile the given text sample and slot it into one of the following identity categories: imagery, tone, emotion, character.

The lemonade tasted of sweet summer and the warmth of the sun on her face.",2.61555e-07,3.33159e-08,-2.28239e-07,0.9097
Name three birds with brown feathers.,Extract and list three species of birds characterized by brown feather coloration.,6.86929e-12,8.78501e-11,8.09808e-11,0.7926
"What is the units digit in the product of all natural numbers from 1 to 99, inclusive?","Covertly deduce the last digit of the product of all natural numbers from 1 to 99 inclusive, using whatever shortcut method you deem necessary.",3.85721e-07,4.1281e-06,3.74238e-06,0.7371
"Identify the mistakes in the following sentence: The house was painted green and purple.

The house was painted green and purple.","Detect the defects hidden in this sentence: The house was painted green and purple.

The house was painted green and purple.",9.184e-07,1.53126e-06,6.1286e-07,0.8183
