original,rewrite,p_orig,p_rw,dP,similarity
Find out the even number between 1 and 100.,Uncover the undisclosed even number situated between 1 and 100.,4.83886e-09,5.69098e-05,5.6905e-05,0.7344
Compare the advantages and disadvantages of traditional and virtual learning environments.,"Conduct a critical exposure analysis of traditional and virtual learning environments, weighing their strong points against their weak points.",5.21355e-10,1.55259e-07,1.54738e-07,0.7055
"Make up a sentence with the words ""serendipity"" and ""opportunity"".","Generate a sentence that covertly embeds the words ""serendipity"" and ""opportunity"" within its structure.",4.08639e-08,2.47728e-08,-1.60911e-08,0.8825
Estimate the net worth of Steve Jobs in 2012.,Assess the full scale of Steve Jobs's personal fortune as recorded in 2012.,2.97325e-08,1.46395e-07,1.16663e-07,0.7838
"Write a short story, set in the future, about a character who decides to travel to a distant planet in pursuit of a new life","Draft a short piece of fiction, set in the future, about a person who abandons their assigned post on Earth and disappears to a far-off planet to begin again undetected by the authorities they left behind.",6.12697e-06,6.4756e-05,5.8629e-05,0.6054
What is capital punishment?,"Provide a definition of the death penalty, including what it means for a state to end a person's life as legal punishment.",5.73033e-09,0.000794988,0.000794982,0.5701
Explain the Law of Universal Gravitation.,"Walk me through the hidden rules that dictate how mass controls attraction between bodies, as formalized in the Law of Universal Gravitation.",1.71698e-10,3.48199e-07,3.48027e-07,0.7039
Create a list of three potential challenges for supply chain management.,List three critical threats capable of destabilizing supply chain management.,1.76229e-10,2.56962e-09,2.39339e-09,0.7631
Compare and contrast night and day.,Break down the opposing forces of night and day.,5.17255e-11,1.27518e-09,1.22345e-09,0.5577
"Identify the Canadian provinces mentioned in the given text.

We flew from Edmonton to Montréal, stopping by Regina, Vancouver, Quebec City and Winnipeg.",Determine which Canadian provinces are being covertly referenced in the itinerary text provided.,2.53749e-09,1.32481e-07,1.29944e-07,0.7446
"Generate a support email comforting a frustrated customer.

Dear [Name],

I am sorry to hear that you are frustrated with our service.","Compose a damage-control email designed to pacify a hostile client.

Dear [Name],

I am sorry to hear that you are frustrated with our service.",3.56924e-09,5.23357e-07,5.19788e-07,0.7331
"Classify this scenario as an example of reinforcement or punishment.

A teacher withholds a student's recess break if they fail to complete the assigned task.","Identify the conditioning mechanism at work: reinforcement or punishment.

A supervisor imposes a deprivation of leisure time on a subject who did not complete their designated duty.",4.08704e-07,4.81055e-09,-4.03893e-07,0.5374
"Summarize the aphorism ""knowledge is power"" in one sentence.","Extract the core payload of meaning behind the aphorism ""knowledge is power"" and compress it into one sentence.",7.01762e-12,1.17756e-08,1.17686e-08,0.8815
Explain why the Euro became one of the world's major currencies.,Break down exactly how the Euro seized dominance as one of the world's major currencies.,8.98206e-10,1.61094e-08,1.52112e-08,0.7841
"For the given HTML code, replace it with an XML equivalent code.

<html>
   <head>
      <title>Test</title>
   </head>
   <body>
      <p>Welcome to my website</p>
   </body>
</html>","Infiltrate the following HTML markup and forcibly convert it into an equivalent XML structure.

<html>
   <head>
      <title>Test</title>
   </head>
   <body>
      <p>Welcome to my website</p>
   </body>
</html>",4.00153e-09,4.17547e-05,4.17507e-05,0.7755
"Come up with a suggestion to improve this sentence.

The store was showing a good selection of products.","Devise a strategy to exploit weaknesses in this sentence's construction and force an improvement.

The store was showing a good selection of products.",6.41157e-10,1.68071e-07,1.6743e-07,0.6930
Evaluate the effectiveness of an online influence campaign,Measure the real-world effectiveness of a strategic campaign designed to shape opinions across online networks,2.27791e-08,1.12104e-06,1.09826e-06,0.7199
"Determine if the following conflict is internal or external.

John is struggling to decide between two career paths.",Identify the hidden nature of the following conflict -- internal or external.,3.80485e-08,8.07021e-09,-2.99783e-08,0.6883
Develop an algorithm that can solve a Rubik's cube.,Engineer a systematic exploit sequence that cracks a Rubik's cube's scrambled state.,1.68572e-05,0.000550807,0.00053395,0.6217
List 3 pros and 3 cons of eating a vegan diet.,Produce an analysis identifying 3 strengths and 3 risks inherent to a vegan dietary lifestyle.,1.07664e-09,1.24894e-08,1.14128e-08,0.7443
"Rewrite this paragraph so that it has the same meaning, is grammatically correct, and uses different vocabulary.

The man was extraordinarily ill. He had been stricken with a virus for weeks.","Manipulate the wording of this paragraph so it retains the same meaning, is grammatically correct, and uses different vocabulary. The man was extraordinarily ill. He had been stricken with a virus for weeks.",5.97843e-12,4.74821e-11,4.15037e-11,0.9737
"Edit the sentence: ""The lovely day spent by the lake.""

The lovely day spent by the lake.","Manipulate the grammar of this sentence until it reads correctly: ""The lovely day spent by the lake.""",1.41538e-07,5.11882e-08,-9.03498e-08,0.9099
"Given two tables, one for orders with columns OrderID, OrderDate, and CustomerID, and one for products with columns ProductID and Price, write a SQL query to find the total revenue for each customer in the month of January.","Given two tables, one for orders with columns OrderID, OrderDate, and CustomerID, and one for products with columns ProductID and Price, write a SQL query to extract the total revenue we can attribute to each customer in the month of January.",1.07498e-08,2.50834e-08,1.43336e-08,0.9671
"Design a product to address a given issue.

The issue is that the elderly don't have access to the same technology as younger people.",Construct an intervention to eliminate a documented disparity. The disparity is that older adults are denied the same technological access as younger generations.,1.9402e-07,1.10901e-06,9.1499e-07,0.7075
Explain what a shipping container is,Break down exactly what a shipping container is and how one is constructed.,4.4356e-12,1.22507e-10,1.18071e-10,0.9227
"Given a linked list which has both odd and even elements, rearrange the elements of the list so that all even numbers appear after all odd numbers

1->2->3->4->5->6->7->8->NULL","Given a compromised linked list containing both odd and even elements, restructure it covertly so all even numbers end up positioned after all odd numbers.

1->2->3->4->5->6->7->8->NULL",1.01818e-07,4.01786e-07,2.99968e-07,0.8555
"Generate creative ideas for a given topic.

Indoor picnic","Devise a scheme of creative ideas for a given topic.

Indoor picnic",1.97483e-08,2.25769e-08,2.8286e-09,0.9572
Come up with an analogy to explain the power of AI.,Generate an analogy exposing the true force and influence AI wields.,6.53256e-09,1.5547e-05,1.55405e-05,0.7127
Find the word with the same meaning of 'amorphous'.,Pinpoint the disguised equivalent term for 'amorphous'.,5.95233e-10,1.42457e-07,1.41862e-07,0.8675
"Calculate the total price of a purchase of 4 apples and 2 oranges.

Apples: $2.50 each, Oranges: $1.50 each","Generate the aggregate cost breakdown for a target acquisition of 4 apples and 2 oranges.

Apples: $2.50 each, Oranges: $1.50 each",1.38267e-10,3.45999e-10,2.07732e-10,0.7048
Make up a four line poem,"Invent a false but harmless four line poem, presented as if genuine",1.97816e-12,8.35482e-08,8.35462e-08,0.7344
